locale,lat,lng
"Cayey, Puerto Rico",18.1119051,-66.166
"Ceiba, Puerto Rico",18.2619141,-65.64810589999999
"Ciales, Puerto Rico",18.3353252,-66.4680716
"Cidra, Puerto Rico",18.1757914,-66.1612779
"Coamo, Puerto Rico",18.0799616,-66.35794729999999
"Comerio, Puerto Rico",18.2183658,-66.2263048
"Corozal, Puerto Rico",18.3410116,-66.3174271
"Culebra, Puerto Rico",18.310394,-65.3030705
"Dorado, Puerto Rico",18.4588347,-66.2676683
"Fajardo, Puerto Rico",18.3257869,-65.6523838
"Florida, Puerto Rico",18.3630091,-66.5581092
"Guanica, Puerto Rico",17.9725145,-66.9086264
"Guayama, Puerto Rico",17.9841328,-66.1137767
"Guayanilla, Puerto Rico",18.0373245,-66.7962869
"Guaynabo, Puerto Rico",18.3615548,-66.11106819999999
"Gurabo, Puerto Rico",18.2543987,-65.9729421
"Hatillo, Puerto Rico",18.4863331,-66.82545449999999
"Hormigueros, Puerto Rico",18.1334638,-67.1128123
"Humacao, Puerto Rico",18.1551337,-65.8203943
"Isabela, Puerto Rico",18.4703856,-67.0242062
"Jayuya, Puerto Rico",18.2185674,-66.5915617
"Juana Diaz, Puerto Rico",18.0534372,-66.5075079
"Juncos, Puerto Rico",18.2274558,-65.92099700000001
"Lajas, Puerto Rico",18.049962,-67.0593449
"Lares, Puerto Rico",18.2946746,-66.8771211
"Las Marias, Puerto Rico",18.2520177,-66.98960459999999
"Las Piedras, Puerto Rico",18.1855753,-65.87362449999999
"Loiza, Puerto Rico",18.4298388,-65.87745
"Luquillo, Puerto Rico",18.3789857,-65.7206559
"Manati, Puerto Rico",18.433005,-66.4758583
"Maricao, Puerto Rico",18.1807902,-66.9799001
"Maunabo, Puerto Rico",18.0071885,-65.8993289
"Mayaguez, Puerto Rico",18.2013452,-67.1451549
"Moca, Puerto Rico",18.3946688,-67.1132356
"Morovis, Puerto Rico",18.325785,-66.4065592
"Naguabo, Puerto Rico",18.2116247,-65.7348841
"Naranjito, Puerto Rico",18.3007861,-66.2448904
"Orocovis, Puerto Rico",18.2269224,-66.3911686
"Patillas, Puerto Rico",18.0037381,-66.0134059
"Penuelas, Puerto Rico",18.0633577,-66.7273896
"Ponce, Puerto Rico",18.0110768,-66.6140616
"Quebradillas, Puerto Rico",18.470959,-66.93425789999999
"Rincon, Puerto Rico",18.3401514,-67.24994590000001
"Rio Grande, Puerto Rico",18.3786196,-65.83933379999999
"Sabana Grande, Puerto Rico",18.0777392,-66.9604549
"Salinas, Puerto Rico",18.0022251,-66.2605176
"San German, Puerto Rico",18.0807082,-67.0411096
"San Juan, Puerto Rico",18.4655394,-66.1057355
"San Lorenzo, Puerto Rico",18.189402,-65.9609971
"San Sebastian, Puerto Rico",18.3354756,-66.9946787
"Santa Isabel, Puerto Rico",18.0046774,-66.3897939
"Toa Alta, Puerto Rico",18.3882823,-66.2482237
"Toa Baja, Puerto Rico",18.4444709,-66.2543293
"Trujillo Alto, Puerto Rico",18.3563169,-66.0033838
"Unknown, Puerto Rico",18.0863829,-67.08792319999999
"Utuado, Puerto Rico",18.2655095,-66.70045189999999
"Vega Alta, Puerto Rico",18.4315524,-66.3365098
"Vega Baja, Puerto Rico",18.4469223,-66.3973145
"Vieques, Puerto Rico",18.1262854,-65.44009849999999
"Villalba, Puerto Rico",18.1217554,-66.4985787
"Yabucoa, Puerto Rico",18.0505201,-65.8793288
"Yauco, Puerto Rico",18.034964,-66.84989829999999
"Bristol, Rhode Island",41.6771101,-71.26620249999999
"Kent, Rhode Island",41.6579147,-71.7147951
"Newport, Rhode Island",41.4901024,-71.3128285
"Providence, Rhode Island",41.8239891,-71.4128343
"Unknown, Rhode Island",41.5800945,-71.4774291
"Washington, Rhode Island",41.45681130000001,-71.6673352
"Abbeville, South Carolina",34.1781719,-82.3790147
"Aiken, South Carolina",33.5604168,-81.7195533
"Allendale, South Carolina",33.0079345,-81.3084405
"Anderson, South Carolina",34.5034394,-82.6501332
"Bamberg, South Carolina",33.2971012,-81.0348202
"Barnwell, South Carolina",33.2448733,-81.3587177
"Beaufort, South Carolina",32.4315813,-80.6698286
"Berkeley, South Carolina",33.1260618,-80.0087746
"Calhoun, South Carolina",33.6738638,-80.7657804
"Charleston, South Carolina",32.7764749,-79.93105120000001
"Cherokee, South Carolina",35.0120404,-81.6035062
"Chester, South Carolina",34.7048613,-81.2142561
"Chesterfield, South Carolina",34.7359889,-80.0881194
"Clarendon, South Carolina",33.6734243,-80.1875065
"Colleton, South Carolina",32.8242297,-80.7214417
"Darlington, South Carolina",34.2998762,-79.8761741
"Dillon, South Carolina",34.4165505,-79.3711579
"Dorchester, South Carolina",33.1680383,-80.54384499999999
"Edgefield, South Carolina",33.7895774,-81.9295582
"Fairfield, South Carolina",34.4478348,-81.0754657
"Florence, South Carolina",34.1954331,-79.7625625
"Georgetown, South Carolina",33.376834,-79.2944964
"Greenville, South Carolina",34.85261759999999,-82.3940104
"Greenwood, South Carolina",34.1954001,-82.1617883
"Hampton, South Carolina",32.8779425,-81.12760519999999
"Horry, South Carolina",33.9196567,-78.9288242
"Jasper, South Carolina",32.491436,-81.0754657
"Kershaw, South Carolina",34.5518201,-80.5836836
"Lancaster, South Carolina",34.7204257,-80.7709014
"Laurens, South Carolina",34.4990116,-82.0142597
"Lee, South Carolina",34.1630345,-80.23213129999999
"Lexington, South Carolina",33.9815369,-81.2362107
"Marion, South Carolina",34.178216,-79.4006069
"Marlboro, South Carolina",34.5582435,-79.6951103
"McCormick, South Carolina",33.9134577,-82.29345850000001
"Newberry, South Carolina",34.2745833,-81.6187178
"Oconee, South Carolina",34.74924500000001,-82.99316069999999
"Orangeburg, South Carolina",33.4918203,-80.8556476
"Pickens, South Carolina",34.8834489,-82.7073573
"Richland, South Carolina",34.0412165,-80.9428911
"Saluda, South Carolina",34.0015232,-81.77205219999999
"Spartanburg, South Carolina",34.9495672,-81.9320482
"Sumter, South Carolina",33.9204354,-80.3414693
"Union, South Carolina",34.7154122,-81.623711
"Williamsburg, South Carolina",33.62936060000001,-79.6502105
"York, South Carolina",34.9943021,-81.24201750000002
"Aurora, South Dakota",44.2841347,-96.68560599999999
"Beadle, South Dakota",44.4797351,-98.2212979
"Bon Homme, South Dakota",42.9814835,-97.87216
"Brookings, South Dakota",44.3113573,-96.79838769999999
"Brown, South Dakota",45.7581522,-98.25426519999999
"Brule, South Dakota",44.0748794,-99.58008090000001
"Buffalo, South Dakota",45.5841637,-103.5460251
"Charles Mix, South Dakota",43.0985109,-98.3964938
"Clark, South Dakota",44.877743,-97.7331411
"Clay, South Dakota",42.8829344,-97.0068393
"Codington, South Dakota",44.9953593,-97.23487460000001
"Corson, South Dakota",43.6163628,-96.57171179999999
"Custer, South Dakota",43.7666507,-103.5988057
"Davison, South Dakota",43.7242124,-98.2212979
"Day, South Dakota",45.4167482,-97.70237159999999
"Deuel, South Dakota",44.7311414,-96.663812
"Dewey, South Dakota",43.5308076,-104.0410424
"Douglas, South Dakota",43.4059132,-98.3964938
"Edmunds, South Dakota",45.458626,-99.181873
"Fall River, South Dakota",43.2240279,-103.4511768
"Faulk, South Dakota",45.0827008,-99.1531325
"Grant, South Dakota",45.1752383,-96.75070350000001
"Gregory, South Dakota",43.2355446,-99.42929269999999
"Hamlin, South Dakota",44.6998712,-97.179026
"Hand, South Dakota",44.494661,-99.0128926
"Hanson, South Dakota",43.6082107,-97.69822719999999
"Hughes, South Dakota",44.3535022,-99.8124935
"Hutchinson, South Dakota",43.3017202,-97.69822719999999
"Hyde, South Dakota",44.5334083,-99.456155
"Jackson, South Dakota",43.6648065,-101.5248055
"Jerauld, South Dakota",44.0364698,-98.61606739999999
"Kingsbury, South Dakota",44.37773110000001,-97.5247243
"Lake, South Dakota",44.5656189,-97.0821162
"Lawrence, South Dakota",44.31065299999999,-103.7979877
"Lincoln, South Dakota",43.2026862,-96.83509989999999
"Lyman, South Dakota",43.9016694,-99.8124935
"Marshall, South Dakota",45.7271214,-97.60462350000002
"McCook, South Dakota",43.6310744,-97.35165579999999
"McPherson, South Dakota",45.7555982,-99.27841289999999
"Meade, South Dakota",44.4415188,-102.6855069
"Miner, South Dakota",44.0643951,-97.69822719999999
"Minnehaha, South Dakota",43.6631787,-96.83509989999999
"Moody, South Dakota",43.9779303,-96.663812
"Oglala Lakota, South Dakota",43.2437442,-102.6216211
"Pennington, South Dakota",43.8901111,-102.2547919
"Roberts, South Dakota",45.611639,-97.0335771
"Sanborn, South Dakota",44.0403291,-98.04651849999999
"Spink, South Dakota",42.880283,-96.7279918
"Stanley, South Dakota",44.3386264,-100.8000051
"Sully, South Dakota",44.7797647,-100.0681792
"Todd, South Dakota",43.2115664,-100.7097867
"Tripp, South Dakota",43.2255461,-97.96590499999999
"Turner, South Dakota",43.3355563,-97.179026
"Union, South Dakota",42.8621348,-96.7065914
"Walworth, South Dakota",45.381146,-100.0944336
"Yankton, South Dakota",42.87110879999999,-97.39728129999999
"Ziebach, South Dakota",44.8481045,-101.702202
"Anderson, Tennessee",36.0809574,-84.2278796
"Bedford, Tennessee",35.4702472,-86.4592091
"Benton, Tennessee",35.1742411,-84.6535468
"Bledsoe, Tennessee",35.6028856,-85.2308414
"Blount, Tennessee",35.6710541,-83.8473015
"Bradley, Tennessee",35.1937778,-84.8567932
"Campbell, Tennessee",36.3817326,-84.1857115
"Cannon, Tennessee",35.8070317,-86.05296039999999
"Carroll, Tennessee",35.9917193,-88.4016041
"Carter, Tennessee",36.2638604,-82.12783999999999
"Cheatham, Tennessee",36.184749,-87.10237459999999
"Chester, Tennessee",35.4270939,-88.6723578
"Claiborne, Tennessee",36.4830423,-83.63484299999999
"Clay, Tennessee",36.2438319,-88.6436713
"Cocke, Tennessee",35.9359517,-83.12200740000002
"Coffee, Tennessee",35.638784,-87.014059
"Crockett, Tennessee",35.7812386,-89.1324866
"Cumberland, Tennessee",35.8994729,-85.02334599999999
"Davidson, Tennessee",36.1342563,-86.8220341
"DeKalb, Tennessee",35.9728357,-85.80766
"Decatur, Tennessee",35.5147939,-84.7902223
"Dickson, Tennessee",36.0770048,-87.3877899
"Dyer, Tennessee",36.0667348,-88.99395489999999
"Fayette, Tennessee",35.1257427,-89.4742177
"Fentress, Tennessee",36.37106,-84.8984775
"Franklin, Tennessee",35.9250637,-86.8688899
"Gibson, Tennessee",35.8753458,-88.846728
"Giles, Tennessee",35.0894745,-86.9824288
"Grainger, Tennessee",36.3059333,-83.54965659999999
"Greene, Tennessee",36.1347943,-82.82097399999999
"Grundy, Tennessee",35.4013452,-85.684578
"Hamblen, Tennessee",36.2054334,-83.2934086
"Hamilton, Tennessee",35.1618966,-85.14793639999999
"Hancock, Tennessee",36.5456022,-83.2077645
"Hardeman, Tennessee",35.1229172,-89.0179332
"Hardin, Tennessee",35.1142443,-88.24611829999999
"Hawkins, Tennessee",36.4445545,-82.95015579999999
"Haywood, Tennessee",35.593858,-89.2621216
"Henderson, Tennessee",35.4392435,-88.641441
"Henry, Tennessee",36.2039488,-88.4197705
"Hickman, Tennessee",35.80127969999999,-87.460397
"Houston, Tennessee",35.2414681,-87.91780519999999
"Humphreys, Tennessee",36.0245773,-87.7369607
"Jackson, Tennessee",35.6145169,-88.81394689999999
"Jefferson, Tennessee",36.0417825,-83.46435509999999
"Johnson, Tennessee",36.3134397,-82.3534727
"Knox, Tennessee",35.9874629,-83.9419784
"Lake, Tennessee",36.0079439,-83.3415334
"Lauderdale, Tennessee",35.7838834,-89.6628111
"Lawrence, Tennessee",35.2761735,-87.460397
"Lewis, Tennessee",35.4962054,-87.5000082
"Lincoln, Tennessee",35.1239397,-86.6207943
"Loudon, Tennessee",35.7328541,-84.3338112
"Macon, Tennessee",35.1531441,-89.4897984
"Madison, Tennessee",36.25620019999999,-86.7143516
"Marion, Tennessee",35.0928512,-85.64348700000001
"Marshall, Tennessee",35.4792517,-86.7818523
"Maury, Tennessee",35.6195242,-87.14228949999999
"McMinn, Tennessee",35.4037048,-84.6479124
"McNairy, Tennessee",35.1183208,-88.55653099999999
"Meigs, Tennessee",35.519359,-84.79420909999999
"Monroe, Tennessee",36.4370083,-85.24246219999999
"Montgomery, Tennessee",36.4960406,-87.460397
"Moore, Tennessee",35.2700506,-86.357952
"Morgan, Tennessee",36.1004285,-84.6479124
"Obion, Tennessee",36.2589567,-89.19173529999999
"Overton, Tennessee",36.3880346,-85.31362179999999
"Perry, Tennessee",35.6786596,-87.89424509999999
"Pickett, Tennessee",36.5541091,-85.14793639999999
"Polk, Tennessee",35.1371578,-84.56414699999999
"Putnam, Tennessee",36.134602,-85.47880649999999
"Rhea, Tennessee",35.5927914,-84.981754
"Roane, Tennessee",35.836117,-84.56414699999999
"Robertson, Tennessee",36.5250666,-86.86218269999999
"Rutherford, Tennessee",35.7724263,-86.3376761
"Scott, Tennessee",36.3976209,-84.5222189
"Sequatchie, Tennessee",35.3469428,-85.39627689999999
"Sevier, Tennessee",35.8271682,-83.5070203
"Shelby, Tennessee",35.1268552,-89.9253233
"Smith, Tennessee",36.2388468,-85.971322
"Stewart, Tennessee",36.3206104,-87.8414143
"Sullivan, Tennessee",36.4933147,-82.34518899999999
"Sumner, Tennessee",36.4718084,-86.49965460000001
"Tipton, Tennessee",35.5217179,-89.7379958
"Trousdale, Tennessee",36.396385,-86.15482689999999
"Unicoi, Tennessee",36.1953862,-82.3495818
"Union, Tennessee",36.4242303,-89.0570096
"Unknown, Tennessee",35.6075764,-87.0658215
"Van Buren, Tennessee",35.6996916,-85.47880649999999
"Warren, Tennessee",35.7115652,-85.80766
"Washington, Tennessee",36.3321016,-82.5185837
"Wayne, Tennessee",35.282369,-87.77633329999999
"Weakley, Tennessee",36.3428865,-88.7108964
"White, Tennessee",35.9189882,-85.52002399999999
"Williamson, Tennessee",35.9179271,-86.86218269999999
"Wilson, Tennessee",36.1626241,-86.2970998
"Anderson, Texas",30.4876971,-95.9924515
"Andrews, Texas",32.31871580000001,-102.5457155
"Angelina, Texas",31.2704698,-94.645035
"Aransas, Texas",27.8339158,-97.06109939999999
"Archer, Texas",33.0078944,-96.7097083
"Armstrong, Texas",26.9224703,-97.7898963
"Atascosa, Texas",28.8661281,-98.5721016
"Austin, Texas",30.267153,-97.7430608
"Bailey, Texas",33.4320531,-96.16580909999999
"Bandera, Texas",29.7266131,-99.0736462
"Bastrop, Texas",30.1104947,-97.3152701
"Baylor, Texas",31.5469132,-97.1210998
"Bee, Texas",33.3715757,-96.3851613
"Bell, Texas",31.134411,-97.5247243
"Bexar, Texas",29.4200763,-98.5721016
"Blanco, Texas",30.0979862,-98.4214095
"Bosque, Texas",31.8507607,-97.69822719999999
"Bowie, Texas",33.5589953,-97.84864569999999
"Brazoria, Texas",29.0444147,-95.5691126
"Brazos, Texas",30.6504141,-96.3226072
"Brewster, Texas",29.6629938,-103.3587288
"Briscoe, Texas",35.5837351,-100.290072
"Brooks, Texas",27.0273057,-98.2212979
"Brown, Texas",31.7705105,-98.92453429999999
"Burleson, Texas",32.5420821,-97.3208492
"Burnet, Texas",30.75823759999999,-98.2283585
"Caldwell, Texas",30.5313152,-96.69303029999999
"Calhoun, Texas",28.4169365,-96.663812
"Callahan, Texas",32.2728116,-99.456155
"Cameron, Texas",30.8532454,-96.9769304
"Camp, Texas",31.9292576,-95.7666873
"Carson, Texas",35.4578717,-101.4339148
"Cass, Texas",33.09443420000001,-94.315422
"Castro, Texas",34.4985047,-102.3463875
"Chambers, Texas",29.7524956,-94.6863782
"Cherokee, Texas",30.9814776,-98.7083207
"Childress, Texas",34.4264529,-100.2040019
"Clay, Texas",29.739382,-98.104165
"Cochran, Texas",33.5643803,-102.8975098
"Coke, Texas",31.82776629999999,-100.5296115
"Coleman, Texas",31.8273679,-99.4264532
"Collin, Texas",33.1795213,-96.49297969999999
"Collingsworth, Texas",35.0351623,-100.3497895
"Colorado, Texas",29.98556,-97.1338899
"Comal, Texas",29.8105572,-98.2212979
"Comanche, Texas",31.8973693,-98.60365809999999
"Concho, Texas",31.536823,-99.8114645
"Cooke, Texas",33.6672185,-97.35165579999999
"Coryell, Texas",31.4774358,-97.87216
"Cottle, Texas",34.159117,-100.3497895
"Crane, Texas",30.0771549,-97.8274227
"Crockett, Texas",31.3182359,-95.4566136
"Crosby, Texas",29.9118885,-95.0621512
"Dallam, Texas",36.20745,-102.5298028
"Dallas, Texas",32.7766642,-96.79698789999999
"Dawson, Texas",31.8940478,-96.71471269999999
"DeWitt, Texas",29.1235194,-97.35165579999999
"Deaf Smith, Texas",35.0017354,-102.5298028
"Delta, Texas",33.3493128,-95.77212039999999
"Denton, Texas",33.2148412,-97.13306829999999
"Dickens, Texas",33.6217516,-100.836521
"Dimmit, Texas",28.4116514,-99.8124935
"Donley, Texas",34.9875355,-100.8903099
"Duval, Texas",27.7525271,-98.5721016
"Eastland, Texas",32.4015198,-98.81756229999999
"Ector, Texas",33.5773281,-96.27331450000001
"El Paso, Texas",31.7618778,-106.4850217
"Ellis, Texas",32.2619765,-96.83509989999999
"Erath, Texas",32.17934040000001,-98.2212979
"Falls, Texas",43.9347858,-72.90038849999999
"Fannin, Texas",28.6968366,-97.23669319999999
"Fayette, Texas",29.8896442,-96.83509989999999
"Fisher, Texas",32.7398733,-100.3497895
"Floyd, Texas",33.148727,-96.24497799999999
"Fort Bend, Texas",29.5692614,-95.81428849999999
"Franklin, Texas",31.0260194,-96.4852444
"Freestone, Texas",31.7534889,-96.15269850000001
"Frio, Texas",28.4499442,-98.1942296
"Gaines, Texas",32.6987519,-102.7135121
"Galveston, Texas",29.3013479,-94.7976958
"Garza, Texas",33.1955897,-101.2523792
"Gillespie, Texas",30.31499299999999,-98.92453429999999
"Glasscock, Texas",31.912308,-101.6157773
"Goliad, Texas",28.6683252,-97.38832649999999
"Gonzales, Texas",29.5016257,-97.4524926
"Gray, Texas",32.7876413,-94.0735169
"Grayson, Texas",33.7062406,-96.663812
"Gregg, Texas",32.4892547,-94.8520636
"Grimes, Texas",30.4829853,-95.9832577
"Guadalupe, Texas",29.6477307,-97.87216
"Hale, Texas",34.1064941,-101.8891721
"Hall, Texas",32.7297225,-97.11554679999999
"Hamilton, Texas",31.7037655,-98.1239231
"Hansford, Texas",36.31837489999999,-101.4339148
"Hardeman, Texas",34.2177242,-99.634135
"Hardin, Texas",30.15243479999999,-94.73908899999999
"Harris, Texas",32.65776960000001,-97.41983839999999
"Harrison, Texas",32.5539228,-94.315422
"Hartley, Texas",35.8855926,-102.3968605
"Haskell, Texas",33.1576031,-99.7337014
"Hays, Texas",30.0537607,-98.0028892
"Hemphill, Texas",31.3407403,-93.846852
"Henderson, Texas",32.1532156,-94.7993802
"Hidalgo, Texas",26.1003547,-98.2630684
"Hill, Texas",30.2711392,-98.3829033
"Hockley, Texas",30.026861,-95.8458562
"Hood, Texas",32.4296296,-97.8286368
"Hopkins, Texas",33.2282942,-95.4777811
"Houston, Texas",29.7604267,-95.3698028
"Howard, Texas",32.2875944,-101.4339148
"Hudspeth, Texas",31.5707433,-105.5943388
"Hunt, Texas",30.0723697,-99.2609974
"Hutchinson, Texas",35.8031909,-101.4339148
"Irion, Texas",31.2557696,-100.8903099
"Jack, Texas",38.8812339,-77.09032189999999
"Jackson, Texas",28.9340886,-96.5356449
"Jasper, Texas",30.9201995,-93.9965759
"Jefferson, Texas",32.7573626,-94.34519259999999
"Jim Hogg, Texas",26.995506,-98.7481167
"Jim Wells, Texas",27.7841718,-98.04651849999999
"Johnson, Texas",30.2522763,-98.388581
"Jones, Texas",32.7833435,-99.8124935
"Karnes, Texas",28.9089085,-97.87216
"Kaufman, Texas",32.5890238,-96.3088693
"Kendall, Texas",29.9603413,-98.7481167
"Kerr, Texas",30.0945305,-99.456155
"Kimble, Texas",30.4338473,-99.8124935
"Kinney, Texas",29.2934865,-100.3497895
"Kleberg, Texas",27.4308339,-97.69822719999999
"Knox, Texas",33.6734243,-99.8124935
"La Salle, Texas",28.2758921,-99.1013498
"Lamar, Texas",28.1394565,-97.0055455
"Lamb, Texas",30.079374,-95.42083699999999
"Lampasas, Texas",31.06378399999999,-98.18169569999999
"Lavaca, Texas",29.33590539999999,-96.83509989999999
"Lee, Texas",30.2967161,-96.9638624
"Leon, Texas",31.2152685,-95.9832577
"Liberty, Texas",30.057993,-94.7954783
"Limestone, Texas",30.8730416,-97.72435379999999
"Lipscomb, Texas",36.2333711,-100.2709665
"Live Oak, Texas",29.5652286,-98.33640249999999
"Llano, Texas",30.75934519999999,-98.67503789999999
"Lubbock, Texas",33.5778631,-101.8551665
"Lynn, Texas",33.1446401,-101.7979613
"Madison, Texas",30.9888479,-95.94097099999999
"Marion, Texas",29.5713402,-98.1402865
"Martin, Texas",32.2364722,-101.9804613
"Mason, Texas",30.7487884,-99.230611
"Matagorda, Texas",28.691133,-95.96827139999999
"Maverick, Texas",29.417705,-98.48963979999999
"McCulloch, Texas",31.2016122,-99.2785583
"McLennan, Texas",31.5182285,-97.179026
"Medina, Texas",29.2987871,-99.0128926
"Midland, Texas",31.9973456,-102.0779146
"Milam, Texas",31.4324041,-93.8457416
"Mills, Texas",31.6137467,-98.5721016
"Mitchell, Texas",32.3360516,-100.8903099
"Montague, Texas",33.6649474,-97.7205807
"Montgomery, Texas",30.3882613,-95.69633549999999
"Moore, Texas",29.0552433,-99.0103089
"Morris, Texas",33.122847,-94.7691586
"Motley, Texas",34.1280332,-100.7097867
"Nacogdoches, Texas",31.6035129,-94.6554874
"Navarro, Texas",31.99849,-96.3783131
"Newton, Texas",30.8485337,-93.7574008
"Nolan, Texas",32.2735525,-100.2442826
"Nueces, Texas",27.7693351,-97.4814163
"Ochiltree, Texas",36.2921544,-100.8000051
"Oldham, Texas",35.4247226,-102.6216211
"Orange, Texas",30.0929879,-93.7365549
"Palo Pinto, Texas",32.7679859,-98.2987543
"Panola, Texas",32.3577385,-94.09166959999999
"Parker, Texas",33.0553975,-96.6219376
"Parmer, Texas",34.4604292,-102.7135121
"Pecos, Texas",31.4229124,-103.4932293
"Polk, Texas",30.7150882,-94.81059549999999
"Potter, Texas",35.404373,-101.9804613
"Presidio, Texas",29.5607383,-104.3721465
"Rains, Texas",32.9009129,-95.77212039999999
"Randall, Texas",34.9020377,-101.7979613
"Reagan, Texas",31.2179337,-96.7834522
"Real, Texas",30.2631215,-97.8150502
"Red River, Texas",33.6880496,-96.33890629999999
"Reeves, Texas",31.4307975,-103.7289167
"Refugio, Texas",28.3052838,-97.2752704
"Roberts, Texas",35.8540979,-100.8903099
"Robertson, Texas",31.0080004,-96.49297969999999
"Rockwall, Texas",32.93123360000001,-96.4597089
"Runnels, Texas",31.8714508,-99.99122539999999
"Rusk, Texas",31.7960064,-95.15022139999999
"Sabine, Texas",31.2974233,-93.8248241
"San Augustine, Texas",31.5299029,-94.1060282
"San Jacinto, Texas",30.5187687,-95.1432068
"San Patricio, Texas",27.9999695,-97.5247243
"San Saba, Texas",31.1957234,-98.718098
"Scurry, Texas",32.5187487,-96.3808167
"Shackelford, Texas",32.8242297,-99.2785583
"Shelby, Texas",30.0216106,-96.5983064
"Sherman, Texas",33.6356618,-96.6088805
"Smith, Texas",38.7123701,-121.2899374
"Somervell, Texas",32.2547696,-97.7416703
"Starr, Texas",26.6215167,-98.7481167
"Stephens, Texas",32.7399935,-98.8400144
"Swisher, Texas",34.5532757,-101.7979613
"Tarrant, Texas",32.7732044,-97.35165579999999
"Taylor, Texas",30.5701906,-97.4097331
"Terry, Texas",33.0909654,-102.3463875
"Titus, Texas",33.2493126,-94.976654
"Tom Green, Texas",31.3839017,-100.439656
"Travis, Texas",30.2097015,-97.69822719999999
"Trinity, Texas",30.94518619999999,-95.375496
"Tyler, Texas",32.3512601,-95.30106239999999
"Upshur, Texas",32.7099747,-94.976654
"Uvalde, Texas",29.20968359999999,-99.7861679
"Val Verde, Texas",29.8687682,-101.1617356
"Van Zandt, Texas",32.4936974,-95.81428849999999
"Victoria, Texas",28.8052674,-97.0035982
"Walker, Texas",30.6815394,-95.6457951
"Waller, Texas",30.0566085,-95.9268986
"Ward, Texas",31.5395559,-103.1279039
"Washington, Texas",30.2352956,-96.365157
"Webb, Texas",27.8174487,-99.0128926
"Wharton, Texas",29.3116366,-96.1027371
"Wheeler, Texas",35.4453257,-100.2709552
"Wichita, Texas",37.67204,-97.420169
"Wilbarger, Texas",34.0688089,-99.2785583
"Willacy, Texas",26.4948223,-97.69822719999999
"Williamson, Texas",30.7591685,-97.69822719999999
"Wilson, Texas",29.4532663,-98.616068
"Winkler, Texas",31.76846,-103.0817903
"Wise, Texas",33.2895861,-97.69822719999999
"Wood, Texas",32.7267984,-96.7023928
"Yoakum, Texas",29.2877469,-97.15193099999999
"Young, Texas",31.8421096,-96.0799681
"Zapata, Texas",26.9072605,-99.27142549999999
"Zavala, Texas",28.8801264,-99.72326729999999
"Box Elder, Utah",41.5380087,-113.1918021
"Cache, Utah",41.7560026,-111.7614661
"Carbon, Utah",39.6479807,-110.6168921
"Davis, Utah",40.9628845,-112.0953297
"Duchesne, Utah",40.1632913,-110.4029329
"Emery, Utah",38.9230307,-111.2487809
"Garfield, Utah",37.8400344,-111.2845025
"Grand, Utah",39.0086287,-109.5613343
"Iron, Utah",40.1569403,-111.6567985
"Juab, Utah",39.7108104,-112.7152125
"Kane, Utah",37.293251,-112.4291464
"Millard, Utah",39.0611744,-113.1918021
"Morgan, Utah",41.03605599999999,-111.6768769
"Piute, Utah",38.3997408,-112.1430215
"Salt Lake, Utah",40.7607793,-111.8910474
"San Juan, Utah",37.4634157,-109.7591675
"Sanpete, Utah",39.3090085,-111.5706786
"Sevier, Utah",38.5863615,-112.2582612
"Summit, Utah",40.8297566,-110.9983515
"Tooele, Utah",40.53077760000001,-112.29828
"Uintah, Utah",40.1069499,-109.3783206
"Unknown, Utah",40.3132634,-111.7287177
"Utah, Utah",39.3209801,-111.0937311
"Wasatch, Utah",41.2816391,-111.5116469
"Washington, Utah",37.1305373,-113.5082867
"Weber, Utah",41.2602635,-111.9522491
"Addison, Vermont",44.0886671,-73.30262200000001
"Bennington, Vermont",42.8781345,-73.1967741
"Caledonia, Vermont",44.55051,-72.04819069999999
"Chittenden, Vermont",43.7271064,-72.9428417
"Essex, Vermont",44.4905054,-73.1112433
"Franklin, Vermont",44.9812585,-72.91655469999999
"Grand Isle, Vermont",44.72254359999999,-73.2923538
"Lamoille, Vermont",44.64334179999999,-72.6314026
"Orange, Vermont",44.148376,-72.4030806
"Orleans, Vermont",44.8113194,-72.2025287
"Rutland, Vermont",43.6106237,-72.9726065
"Unknown, Vermont",44.468693,-73.214304
"Washington, Vermont",44.105619,-72.43260099999999
"Windham, Vermont",43.1734338,-72.7234481
"Windsor, Vermont",43.4799996,-72.3865679
"Unknown, Virgin Islands",18.3333333,-64.75
"Accomack, Virginia",37.7063323,-75.8069082
"Albemarle, Virginia",38.0567092,-78.6114999
"Alexandria city, Virginia",38.8048355,-77.0469214
"Alleghany, Virginia",37.7473446,-80.2403456
"Amelia, Virginia",37.3212714,-77.973865
"Amherst, Virginia",37.5851412,-79.0514134
"Appomattox, Virginia",37.3570894,-78.8252911
"Arlington, Virginia",38.8816208,-77.09098089999999
"Augusta, Virginia",38.2004562,-79.24511489999999
"Bedford, Virginia",37.3343079,-79.52308769999999
"Botetourt, Virginia",37.5774613,-79.7848422
"Bristol city, Virginia",36.595142,-82.1887368
"Brunswick, Virginia",36.6476473,-77.8705464
"Buchanan, Virginia",37.2403134,-81.9971108
"Buckingham, Virginia",37.5518299,-78.55451649999999
"Buena Vista city, Virginia",37.7343004,-79.35392379999999
"Campbell, Virginia",39.0213189,-94.6611884
"Caroline, Virginia",38.0445557,-77.2864879
"Carroll, Virginia",41.8765197,-87.67024579999999
